[-1.2825, 0.087, -0.7938749999999999, 0, 0.0, 0.6, 0, 0, 0, 0, 0, 0]
[-0.826, 0.5435, -0.3583875000000002, 0, 0.5, 0.8, 0, 0, 0, 0, 1, 1]
[-0.5335, 0.37949999999999995, -0.18227321428571425, 1, 0.5, 0.8, 0.2, 0, 0, 1, 0, 2]
[-0.07700000000000001, 0.8097857142857143, 0.15716175595238097, 0, 1.0, 0.9, 0.14285714285714285, 0, 0, 0, 0, 3]
[-0.037750000000000006, 0.8097857142857143, 0.34280188492063496, 1, 1.0, 0.9, 0.14285714285714285, 0, 1, 1, 1, 4]
[0.3532857142857143, 0.8291666666666666, 0.5186642857142856, 2, 1.0, 1.0, 0.16666666666666666, 0, 0, 0, 0, 5]
[-0.3253333333333333, 0.8291666666666666, 0.6348727182539682, 3, 1.0, 1.0, 0.16666666666666666, 0, 1, 1, 1, 6]
[0.6491250000000001, 0.8291666666666666, 0.7802846726190474, 4, 1.0, 1.0, 0.16666666666666666, 0, 2, 2, 2, 7]
[0.7952857142857143, 0.8291666666666666, 0.8175733630952378, 5, 1.0, 1.0, 0.16666666666666666, 0, 3, 3, 3, 8]
[0.8146666666666667, 0.8291666666666666, 0.8283196428571422, 6, 1.0, 1.0, 0.16666666666666666, 0, 4, 4, 4, 9]
[0.8291666666666666, 0.8291666666666666, 0.829166666666666, 7, 1.0, 1.0, 0.16666666666666666, 0, 5, 5, 5, 10]
[0.66875, 0.6716666666666666, 0.6715208333333335, 8, 1.0, 1.0, 0.16666666666666666, 0.1, 0, 6, 6, 0]
[0.6716666666666666, 0.6716666666666666, 0.6716666666666667, 9, 1.0, 1.0, 0.16666666666666666, 0.1, 1, 7, 7, 1]
[0.6716666666666666, 0.6716666666666666, 0.6716666666666667, 10, 1.0, 1.0, 0.16666666666666666, 0.1, 2, 8, 8, 2]
[0.6716666666666666, 0.6716666666666666, 0.6716666666666667, 11, 1.0, 1.0, 0.16666666666666666, 0.1, 3, 9, 9, 3]
[0.6716666666666666, 0.6716666666666666, 0.6716666666666667, 12, 1.0, 1.0, 0.16666666666666666, 0.1, 4, 10, 10, 4]
[0.6716666666666666, 0.6716666666666666, 0.6716666666666667, 13, 1.0, 1.0, 0.16666666666666666, 0.1, 5, 11, 11, 5]
